,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,NC1.0,CNT,Fire Alarm
7687,-4.087,55.2,299.0,400.0,13115.0,19971,939.446,0.29,0.315,7687,True
7688,-4.087,55.35,290.0,400.0,13120.0,19976,939.444,0.29,0.313,7688,True
7689,-4.087,55.51,289.0,400.0,13116.0,19970,939.445,0.28,0.301,7689,True
7690,-4.0865,55.67,291.0,400.0,13120.0,19977,939.446,0.28,0.3,7690,True
7691,-4.086,55.74,289.0,400.0,13115.0,19969,939.444,0.28,0.299,7691,True
7692,-4.086,55.86,283.0,400.0,13119.0,19985,939.438,0.28,0.297,7692,True
7693,-4.086,55.94,291.0,400.0,13109.0,19968,939.445,0.3,0.319,7693,True
7694,-4.086,56.08,290.0,400.0,13120.0,19975,939.448,0.32,0.34,7694,True
7695,-4.085,56.13,294.0,400.0,13110.0,19975,939.451,0.32,0.3429999999999999,7695,True
7696,-4.085,56.32,285.0,400.0,13121.0,19977,939.435,0.33,0.357,7696,True
7697,-4.085,56.38,298.0,400.0,13115.0,19971,939.432,0.36,0.381,7697,True
7698,-4.085,56.48,294.0,400.0,13116.0,19980,939.439,0.36,0.3879999999999999,7698,True
7699,-4.085,56.56,296.0,400.0,13110.0,19972,939.438,0.38,0.41,7699,True
7700,-4.0845,56.59,278.0,400.0,13121.0,19978,939.434,0.39,0.415,7700,True
7701,-4.084,56.65,288.0,400.0,13117.0,19975,939.448,0.38,0.412,7701,True
7702,-4.084,56.71,292.0,400.0,13114.0,19970,939.445,0.38,0.4039999999999999,7702,True
7703,-4.084,56.81,271.0,400.0,13130.0,19997,939.44,0.38,0.405,7703,True
7704,-4.084,56.24,271.0,400.0,13136.0,19996,939.45,0.39,0.419,7704,True
7705,-4.084,55.45,261.0,400.0,13138.0,20005,939.457,0.4,0.425,7705,True
7706,-4.083,54.7,276.0,400.0,13132.0,19989,939.452,0.42,0.446,7706,True
7707,-4.083,53.96,266.0,400.0,13131.0,19991,939.453,0.42,0.451,7707,True
7708,-4.083,53.41,275.0,400.0,13132.0,19991,939.454,0.41,0.445,7708,True
7709,-4.083,52.91,264.0,400.0,13136.0,19996,939.448,0.41,0.444,7709,True
7710,-4.083,52.49,275.0,400.0,13128.0,19996,939.447,0.4,0.431,7710,True
7711,-4.083,52.14,284.0,400.0,13124.0,19991,939.456,0.39,0.419,7711,True
7712,-4.082,51.86,286.0,400.0,13119.0,19979,939.459,0.39,0.414,7712,True
7713,-4.082,51.58,284.0,400.0,13121.0,19983,939.442,0.38,0.409,7713,True
7714,-4.082,51.36,279.0,400.0,13123.0,19987,939.448,0.38,0.406,7714,True
7715,-4.082,51.13,278.0,400.0,13122.0,19983,939.444,0.38,0.406,7715,True
7716,-4.082,50.97,287.0,400.0,13120.0,19978,939.444,0.38,0.4039999999999999,7716,True
7717,-4.082,50.82,288.0,400.0,13119.0,19981,939.437,0.37,0.401,7717,True
7718,-4.082,50.66,295.0,400.0,13118.0,19967,939.437,0.37,0.3989999999999999,7718,True
7719,-4.082,50.59,287.0,400.0,13122.0,19979,939.43,0.37,0.401,7719,True
7720,-4.081,50.48,289.0,400.0,13120.0,19978,939.43,0.38,0.407,7720,True
7721,-4.081,50.41,272.0,400.0,13122.0,19987,939.434,0.38,0.4029999999999999,7721,True
7722,-4.081,50.31,278.0,400.0,13124.0,19987,939.436,0.37,0.4,7722,True
7723,-4.081,50.21,291.0,400.0,13119.0,19967,939.435,0.37,0.3929999999999999,7723,True
7724,-4.081,50.14,289.0,400.0,13116.0,19972,939.432,0.35,0.372,7724,True
7725,-4.081,50.04,282.0,400.0,13127.0,19973,939.428,0.35,0.374,7725,True
7726,-4.081,49.9,286.0,400.0,13124.0,19981,939.429,0.39,0.419,7726,True
7727,-4.081,49.87,291.0,400.0,13123.0,19967,939.428,0.42,0.455,7727,True
7728,-4.081,49.81,286.0,400.0,13120.0,19973,939.441,0.43,0.461,7728,True
7729,-4.081,49.8,278.0,400.0,13126.0,19981,939.43,0.43,0.462,7729,True
7730,-4.081,49.73,290.0,400.0,13117.0,19980,939.42,0.45,0.48,7730,True
7731,-4.08,49.64,303.0,400.0,13107.0,19963,939.406,0.46,0.495,7731,True
7732,-4.08,50.12,309.0,400.0,13099.0,19958,939.417,0.47,0.503,7732,True
7733,-4.08,51.61,309.0,400.0,13105.0,19959,939.408,0.44,0.478,7733,True
7734,-4.08,52.18,300.0,400.0,13108.0,19970,939.403,0.43,0.4629999999999999,7734,True
7735,-4.08,52.77,300.0,400.0,13108.0,19959,939.397,0.4,0.429,7735,True
7736,-4.08,53.27,299.0,400.0,13110.0,19971,939.397,0.38,0.411,7736,True
7737,-4.08,53.97,298.0,400.0,13109.0,19953,939.413,0.33,0.353,7737,True
7738,-4.08,54.33,301.0,400.0,13110.0,19959,939.421,0.32,0.341,7738,True
7739,-4.08,54.58,296.0,400.0,13118.0,19985,939.428,0.29,0.315,7739,True
7740,-4.08,54.83,296.0,400.0,13112.0,19969,939.428,0.29,0.309,7740,True
7741,-4.08,55.05,305.0,400.0,13105.0,19962,939.426,0.3,0.322,7741,True
7742,-4.08,55.26,301.0,400.0,13111.0,19963,939.424,0.31,0.337,7742,True
7743,-4.08,55.39,307.0,400.0,13110.0,19958,939.432,0.33,0.357,7743,True
7744,-4.08,55.52,299.0,400.0,13110.0,19971,939.43,0.35,0.371,7744,True
7745,-4.08,55.68,302.0,400.0,13109.0,19971,939.429,0.37,0.395,7745,True
7746,-4.08,55.88,295.0,400.0,13115.0,19974,939.429,0.38,0.405,7746,True
7747,-4.08,55.97,297.0,400.0,13111.0,19967,939.435,0.39,0.417,7747,True
7748,-4.08,56.08,292.0,400.0,13117.0,19970,939.415,0.39,0.424,7748,True
7749,-4.08,50.14,299.0,400.0,13115.0,19971,939.414,0.41,0.444,7749,True
7750,-4.08,56.31,308.0,400.0,13111.0,19965,939.422,0.42,0.4539999999999999,7750,True
7751,-4.08,56.42,303.0,400.0,13116.0,19969,939.428,0.42,0.451,7751,True
7752,-4.08,56.48,304.0,400.0,13117.0,19967,939.449,0.4,0.434,7752,True
7753,-4.08,56.55,301.0,400.0,13116.0,19969,939.438,0.4,0.43,7753,True
7754,-4.08,56.61,298.0,400.0,13115.0,19967,939.449,0.39,0.422,7754,True
7755,-4.08,56.64,299.0,400.0,13113.0,19967,939.44,0.39,0.42,7755,True
7756,-4.08,56.82,288.0,400.0,13126.0,19977,939.428,0.38,0.409,7756,True
7757,-4.08,56.24,273.0,400.0,13136.0,19994,939.419,0.38,0.4039999999999999,7757,True
7758,-4.08,55.45,278.0,400.0,13124.0,19981,939.405,0.38,0.407,7758,True
7759,-4.08,54.69,282.0,400.0,13126.0,19989,939.41,0.38,0.406,7759,True
7760,-4.08,54.0,288.0,400.0,13123.0,19978,939.41,0.38,0.408,7760,True
7761,-4.08,53.41,285.0,400.0,13128.0,19985,939.412,0.37,0.402,7761,True
7762,-4.08,52.93,282.0,400.0,13128.0,19991,939.42,0.39,0.421,7762,True
7763,-4.08,52.5,282.0,400.0,13120.0,19977,939.426,0.41,0.441,7763,True
7764,-4.08,52.11,280.0,400.0,13123.0,19977,939.42,0.44,0.473,7764,True
7765,-4.081,51.85,279.0,400.0,13127.0,19979,939.42,0.45,0.485,7765,True
7766,-4.081,51.6,287.0,400.0,13122.0,19979,939.425,0.47,0.506,7766,True
7767,-4.081,51.38,286.0,400.0,13122.0,19978,939.432,0.5,0.536,7767,True
7768,-4.081,51.18,287.0,400.0,13120.0,19974,939.427,0.5,0.539,7768,True
7769,-4.081,51.0,276.0,400.0,13124.0,19979,939.432,0.51,0.545,7769,True
7770,-4.081,50.85,286.0,400.0,13115.0,19974,939.425,0.51,0.546,7770,True
7771,-4.081,50.69,289.0,400.0,13122.0,19981,939.419,0.5,0.5329999999999999,7771,True
7772,-4.081,50.58,287.0,400.0,13126.0,19985,939.411,0.49,0.528,7772,True
7773,-4.081,50.47,283.0,400.0,13119.0,19983,939.419,0.49,0.521,7773,True
7774,-4.081,50.39,285.0,400.0,13123.0,19976,939.425,0.48,0.519,7774,True
7775,-4.081,50.32,285.0,400.0,13126.0,19980,939.416,0.47,0.509,7775,True
7776,-4.082,50.24,283.0,400.0,13119.0,19982,939.421,0.47,0.502,7776,True
7777,-4.082,50.13,285.0,400.0,13123.0,19979,939.407,0.46,0.491,7777,True
7778,-4.082,50.09,278.0,400.0,13117.0,19972,939.397,0.45,0.488,7778,True
7779,-4.082,50.04,289.0,400.0,13118.0,19976,939.402,0.44,0.47,7779,True
7780,-4.082,50.0,274.0,400.0,13124.0,19978,939.415,0.43,0.465,7780,True
7781,-4.082,49.94,285.0,400.0,13119.0,19974,939.421,0.41,0.444,7781,True
7782,-4.082,49.84,292.0,400.0,13115.0,19965,939.423,0.4,0.43,7782,True
7783,-4.082,49.81,296.0,400.0,13124.0,19972,939.426,0.39,0.414,7783,True
7784,-4.082,49.77,291.0,400.0,13123.0,19975,939.429,0.35,0.38,7784,True
7785,-4.083,49.72,289.0,400.0,13119.0,19976,939.427,0.34,0.361,7785,True
7786,-4.083,49.63,311.0,400.0,13102.0,19950,939.416,0.3,0.325,7786,True
7787,-4.083,50.12,320.0,400.0,13102.0,19948,939.427,0.29,0.307,7787,True
7793,-4.084,53.72,300.0,400.0,13109.0,19964,939.405,0.27,0.29,7793,True
7794,-4.084,54.11,308.0,400.0,13109.0,19956,939.416,0.28,0.302,7794,True
7795,-4.084,54.35,299.0,400.0,13113.0,19968,939.422,0.28,0.302,7795,True
7796,-4.084,54.63,289.0,400.0,13110.0,19969,939.431,0.3,0.322,7796,True
7797,-4.085,54.91,300.0,400.0,13112.0,19963,939.421,0.31,0.3329999999999999,7797,True
7798,-4.085,55.09,307.0,400.0,13105.0,19957,939.407,0.32,0.3389999999999999,7798,True
7799,-4.085,55.28,297.0,400.0,13112.0,19964,939.413,0.31,0.336,7799,True
7800,-4.085,55.42,308.0,400.0,13109.0,19961,939.412,0.32,0.345,7800,True
7801,-4.085,55.58,295.0,400.0,13113.0,19964,939.421,0.33,0.355,7801,True
7802,-4.086,56.01,297.0,400.0,13113.0,19969,939.434,0.34,0.369,7802,True
7803,-4.086,56.05,301.0,400.0,13111.0,19964,939.431,0.34,0.364,7803,True
7804,-4.086,56.2,308.0,400.0,13105.0,19960,939.421,0.31,0.337,7804,True
7805,-4.086,56.34,297.0,400.0,13109.0,19969,939.414,0.3,0.325,7805,True
7806,-4.086,56.4,295.0,400.0,13114.0,19963,939.409,0.28,0.298,7806,True
7812,-4.088,56.84,281.0,400.0,13126.0,19990,939.392,0.29,0.31,7812,True
7813,-4.088,56.27,275.0,400.0,13132.0,19995,939.401,0.31,0.3379999999999999,7813,True
7814,-4.088,55.47,275.0,400.0,13127.0,19989,939.406,0.32,0.344,7814,True
7815,-4.088,54.71,282.0,400.0,13124.0,19985,939.401,0.32,0.342,7815,True
7816,-4.089,54.0,291.0,400.0,13121.0,19976,939.392,0.31,0.336,7816,True
7817,-4.089,53.41,284.0,400.0,13128.0,19982,939.395,0.31,0.3329999999999999,7817,True
7818,-4.089,52.91,279.0,400.0,13127.0,19988,939.399,0.3,0.327,7818,True
7819,-4.09,52.51,284.0,400.0,13122.0,19971,939.398,0.3,0.324,7819,True
7820,-4.09,52.2,281.0,400.0,13128.0,19982,939.405,0.3,0.326,7820,True
7821,-4.09,51.85,295.0,400.0,13119.0,19967,939.412,0.3,0.319,7821,True
7822,-4.09,51.62,300.0,400.0,13118.0,19974,939.408,0.3,0.32,7822,True
7823,-4.091,51.39,290.0,400.0,13122.0,19975,939.411,0.33,0.356,7823,True
7824,-4.091,51.2,295.0,400.0,13115.0,19966,939.416,0.35,0.372,7824,True
7825,-4.091,50.88,282.0,400.0,13119.0,19976,939.414,0.41,0.436,7825,True
7826,-4.091,50.74,299.0,400.0,13113.0,19969,939.414,0.43,0.46,7826,True
7827,-4.092,50.62,289.0,400.0,13118.0,19974,939.427,0.45,0.482,7827,True
7828,-4.092,50.48,294.0,400.0,13119.0,19979,939.428,0.46,0.491,7828,True
7829,-4.092,50.44,291.0,400.0,13114.0,19966,939.428,0.46,0.491,7829,True
7830,-4.093,50.29,298.0,400.0,13117.0,19970,939.414,0.45,0.484,7830,True
7831,-4.093,50.26,297.0,400.0,13117.0,19963,939.412,0.44,0.467,7831,True
7832,-4.093,50.16,300.0,400.0,13112.0,19965,939.415,0.43,0.466,7832,True
7833,-4.093999999999999,50.07,288.0,400.0,13123.0,19971,939.403,0.43,0.4589999999999999,7833,True
7834,-4.093999999999999,50.02,293.0,400.0,13117.0,19973,939.406,0.42,0.4539999999999999,7834,True
7835,-4.093999999999999,49.98,299.0,400.0,13120.0,19963,939.403,0.41,0.445,7835,True
7836,-4.093999999999999,49.9,298.0,400.0,13116.0,19969,939.404,0.39,0.419,7836,True
7837,-4.095,49.86,296.0,400.0,13122.0,19974,939.406,0.38,0.412,7837,True
7838,-4.095,49.84,293.0,400.0,13120.0,19974,939.402,0.38,0.4039999999999999,7838,True
7839,-4.095,49.77,291.0,400.0,13116.0,19969,939.41,0.35,0.379,7839,True
7840,-4.096,49.65,310.0,400.0,13100.0,19944,939.41,0.35,0.371,7840,True
7841,-4.096,50.16,322.0,400.0,13105.0,19945,939.405,0.33,0.357,7841,True
7842,-4.096,50.98,318.0,400.0,13105.0,19945,939.4,0.33,0.351,7842,True
7843,-4.097,51.65,311.0,400.0,13100.0,19949,939.393,0.32,0.3389999999999999,7843,True
7844,-4.097,52.28,306.0,400.0,13107.0,19954,939.4,0.31,0.3339999999999999,7844,True
7845,-4.097,52.84,317.0,400.0,13105.0,19956,939.398,0.29,0.316,7845,True
7846,-4.098,53.32,305.0,400.0,13110.0,19966,939.41,0.28,0.306,7846,True
7847,-4.098,53.7,304.0,400.0,13110.0,19966,939.412,0.27,0.294,7847,True
7858,-4.102,55.92,305.0,400.0,13107.0,19955,939.433,0.27,0.292,7858,True
7859,-4.103,56.04,310.0,400.0,13105.0,19957,939.437,0.28,0.296,7859,True
7860,-4.103,56.15,311.0,400.0,13110.0,19951,939.428,0.27,0.295,7860,True
7861,-4.104,56.21,315.0,400.0,13103.0,19954,939.417,0.28,0.298,7861,True
7862,-4.104,56.28,310.0,400.0,13107.0,19950,939.407,0.28,0.302,7862,True
7863,-4.104,56.39,309.0,400.0,13116.0,19956,939.402,0.28,0.303,7863,True
7864,-4.105,56.46,305.0,400.0,13115.0,19963,939.395,0.28,0.3,7864,True
7865,-4.105,56.53,314.0,400.0,13105.0,19956,939.405,0.27,0.288,7865,True
7878,-4.111000000000001,52.16,284.0,400.0,13125.0,19977,939.408,0.27,0.294,7878,True
7879,-4.111000000000001,51.88,300.0,400.0,13116.0,19967,939.41,0.31,0.3329999999999999,7879,True
7880,-4.112,51.61,286.0,400.0,13120.0,19974,939.409,0.33,0.351,7880,True
7881,-4.112,51.4,302.0,400.0,13120.0,19958,939.418,0.37,0.396,7881,True
7882,-4.113,51.06,286.0,400.0,13119.0,19976,939.405,0.4,0.433,7882,True
7883,-4.113,50.85,302.0,400.0,13111.0,19964,939.419,0.42,0.456,7883,True
7884,-4.114,50.73,303.0,400.0,13119.0,19967,939.422,0.43,0.461,7884,True
7885,-4.114,50.64,294.0,400.0,13119.0,19967,939.419,0.42,0.456,7885,True
7886,-4.115,50.51,300.0,400.0,13118.0,19960,939.414,0.42,0.447,7886,True
7887,-4.115,50.42,300.0,400.0,13116.0,19962,939.405,0.39,0.422,7887,True
7888,-4.1160000000000005,50.35,297.0,400.0,13115.0,19959,939.411,0.39,0.415,7888,True
7889,-4.1160000000000005,50.26,301.0,400.0,13113.0,19961,939.415,0.37,0.3929999999999999,7889,True
7890,-4.117,50.19,291.0,400.0,13112.0,19965,939.415,0.35,0.379,7890,True
7891,-4.117,50.09,298.0,400.0,13112.0,19960,939.407,0.37,0.4,7891,True
7892,-4.118,50.01,293.0,400.0,13121.0,19962,939.408,0.38,0.409,7892,True
7893,-4.118,49.94,301.0,400.0,13111.0,19963,939.422,0.4,0.425,7893,True
7894,-4.119,49.91,299.0,400.0,13116.0,19967,939.421,0.4,0.433,7894,True
7895,-4.119,49.83,296.0,400.0,13119.0,19972,939.423,0.41,0.44,7895,True
7896,-4.12,49.83,296.0,400.0,13115.0,19964,939.427,0.41,0.44,7896,True
7897,-4.12,49.66,321.0,400.0,13102.0,19950,939.425,0.39,0.416,7897,True
7898,-4.121,50.87,312.0,400.0,13104.0,19946,939.416,0.36,0.3879999999999999,7898,True
7899,-4.121,51.59,315.0,400.0,13102.0,19947,939.413,0.35,0.376,7899,True
7900,-4.122,52.7,311.0,400.0,13101.0,19947,939.42,0.33,0.354,7900,True
7901,-4.122,53.22,308.0,400.0,12924.0,19954,939.414,0.32,0.342,7901,True
7902,-4.123,53.6,310.0,400.0,13106.0,19958,939.407,0.31,0.33,7902,True
7903,-4.123,54.05,312.0,400.0,13102.0,19954,939.407,0.3,0.321,7903,True
7904,-4.124,54.32,308.0,400.0,13109.0,19954,939.414,0.28,0.298,7904,True
7922,-4.134,56.71,310.0,400.0,13111.0,19959,939.397,0.29,0.314,7922,True
7923,-4.134,56.74,307.0,400.0,13115.0,19961,939.399,0.3,0.321,7923,True
7924,-4.135,56.87,292.0,400.0,13125.0,19978,939.389,0.3,0.3229999999999999,7924,True
7925,-4.136,56.3,285.0,400.0,13127.0,19977,939.405,0.3,0.326,7925,True
7926,-4.136,55.49,280.0,400.0,13127.0,19982,939.404,0.31,0.337,7926,True
7927,-4.137,54.75,282.0,400.0,13128.0,19982,939.396,0.31,0.336,7927,True
7928,-4.137,54.01,297.0,400.0,13117.0,19968,939.4,0.32,0.34,7928,True
7929,-4.138,53.46,292.0,400.0,13120.0,19974,939.398,0.31,0.336,7929,True
7930,-4.138999999999999,52.95,287.0,400.0,13124.0,19978,939.396,0.31,0.33,7930,True
7931,-4.138999999999999,52.55,301.0,400.0,13115.0,19959,939.388,0.3,0.325,7931,True
7932,-4.14,52.19,297.0,400.0,13120.0,19968,939.407,0.3,0.319,7932,True
7933,-4.141,51.93,308.0,400.0,13112.0,19961,939.409,0.29,0.309,7933,True
7934,-4.141,51.64,302.0,400.0,13116.0,19964,939.403,0.28,0.305,7934,True
7935,-4.142,51.4,294.0,400.0,13120.0,19969,939.402,0.27,0.289,7935,True
7950,-4.151,49.92,299.0,400.0,13116.0,19961,939.408,0.3,0.325,7950,True
7951,-4.152,49.89,304.0,400.0,13113.0,19958,939.405,0.37,0.401,7951,True
7952,-4.1530000000000005,49.81,301.0,400.0,13117.0,19961,939.4,0.45,0.486,7952,True
7953,-4.1530000000000005,49.79,300.0,400.0,13109.0,19962,939.399,0.47,0.5,7953,True
7954,-4.154,49.64,314.0,400.0,13099.0,19952,939.405,0.47,0.506,7954,True
7955,-4.155,50.18,317.0,400.0,13098.0,19939,939.412,0.48,0.516,7955,True
7956,-4.156000000000001,50.92,310.0,400.0,13098.0,19944,939.411,0.48,0.517,7956,True
7957,-4.156000000000001,51.69,313.0,400.0,13104.0,19949,939.408,0.48,0.51,7957,True
7958,-4.157,52.33,308.0,400.0,13102.0,19946,939.411,0.47,0.5,7958,True
7959,-4.158,52.86,313.0,400.0,13102.0,19941,939.419,0.46,0.489,7959,True
7960,-4.158,53.36,312.0,400.0,13102.0,19947,939.429,0.44,0.467,7960,True
7961,-4.159,53.75,307.0,400.0,13106.0,19943,939.415,0.42,0.456,7961,True
7962,-4.16,54.11,305.0,400.0,13106.0,19945,939.41,0.4,0.427,7962,True
7963,-4.16,54.43,320.0,400.0,13097.0,19945,939.413,0.38,0.41,7963,True
7964,-4.1610000000000005,54.7,311.0,400.0,13099.0,19949,939.417,0.36,0.382,7964,True
7965,-4.162,55.1,308.0,400.0,13103.0,19951,939.43,0.35,0.371,7965,True
7966,-4.162,55.29,306.0,400.0,13112.0,19967,939.422,0.33,0.35,7966,True
7967,-4.163,55.61,308.0,400.0,13111.0,19958,939.41,0.33,0.356,7967,True
7968,-4.164,55.73,306.0,400.0,13105.0,19959,939.401,0.33,0.355,7968,True
7969,-4.165,55.83,316.0,400.0,13111.0,19952,939.405,0.32,0.345,7969,True
7970,-4.165,55.98,301.0,400.0,13107.0,19956,939.41,0.31,0.336,7970,True
7971,-4.166,56.07,309.0,400.0,13107.0,19952,939.407,0.3,0.325,7971,True
7972,-4.167,56.2,316.0,400.0,13110.0,19951,939.417,0.28,0.302,7972,True
7985,-4.176,54.08,295.0,400.0,13119.0,19964,939.398,0.27,0.288,7985,True
7989,-4.18,52.21,295.0,400.0,13117.0,19964,939.404,0.28,0.295,7989,True
7990,-4.18,51.91,302.0,400.0,13116.0,19959,939.399,0.31,0.3379999999999999,7990,True
7991,-4.181,51.67,290.0,400.0,13116.0,19972,939.406,0.34,0.368,7991,True
7992,-4.182,51.25,291.0,400.0,13120.0,19976,939.399,0.38,0.408,7992,True
7993,-4.183,51.08,299.0,400.0,13116.0,19973,939.393,0.39,0.417,7993,True
7994,-4.183,50.91,313.0,400.0,13111.0,19959,939.386,0.42,0.447,7994,True
7995,-4.184,50.74,315.0,400.0,13119.0,19966,939.387,0.42,0.452,7995,True
7996,-4.185,50.66,308.0,400.0,13112.0,19959,939.386,0.42,0.446,7996,True
7997,-4.186,50.6,293.0,400.0,13113.0,19959,939.391,0.41,0.445,7997,True
7998,-4.187,50.45,304.0,400.0,13116.0,19969,939.391,0.4,0.432,7998,True
7999,-4.187,50.37,300.0,400.0,13115.0,19966,939.387,0.39,0.421,7999,True
8000,-4.188,50.31,303.0,400.0,13112.0,19961,939.399,0.37,0.392,8000,True
8001,-4.189,50.24,311.0,400.0,13115.0,19958,939.394,0.36,0.384,8001,True
8002,-4.19,50.2,298.0,400.0,13119.0,19974,939.392,0.36,0.384,8002,True
8003,-4.19,50.06,297.0,400.0,13116.0,19966,939.397,0.36,0.382,8003,True
8004,-4.191,50.01,297.0,400.0,13112.0,19959,939.392,0.36,0.3829999999999999,8004,True
8005,-4.192,49.9,302.0,400.0,13116.0,19951,939.385,0.34,0.37,8005,True
8006,-4.1930000000000005,49.89,302.0,400.0,13114.0,19956,939.385,0.32,0.347,8006,True
8007,-4.194,49.86,312.0,400.0,13113.0,19959,939.383,0.32,0.342,8007,True
8008,-4.195,49.73,327.0,400.0,13094.0,19940,939.394,0.29,0.314,8008,True
8009,-4.195,50.21,320.0,400.0,13092.0,19932,939.399,0.27,0.29,8009,True
8012,-4.198,52.34,321.0,400.0,13103.0,19947,939.405,0.28,0.297,8012,True
8013,-4.199,52.88,329.0,400.0,13098.0,19941,939.395,0.29,0.312,8013,True
8014,-4.199,53.36,307.0,400.0,13104.0,19941,939.397,0.3,0.325,8014,True
8015,-4.2,53.8,320.0,400.0,13103.0,19942,939.394,0.31,0.332,8015,True
8016,-4.2010000000000005,54.16,315.0,400.0,13107.0,19950,939.389,0.31,0.3329999999999999,8016,True
8017,-4.202,54.46,323.0,400.0,13103.0,19953,939.397,0.31,0.3279999999999999,8017,True
8018,-4.203,54.75,316.0,400.0,13104.0,19936,939.389,0.29,0.313,8018,True
8019,-4.204,55.0,310.0,400.0,13107.0,19956,939.383,0.29,0.31,8019,True
8020,-4.204,55.21,318.0,400.0,13103.0,19941,939.376,0.29,0.314,8020,True
8021,-4.205,55.35,310.0,400.0,13113.0,19947,939.382,0.3,0.318,8021,True
8022,-4.206,55.51,318.0,400.0,13100.0,19939,939.377,0.29,0.315,8022,True
8023,-4.207,55.65,318.0,400.0,13102.0,19941,939.38,0.29,0.309,8023,True
8024,-4.208,55.78,313.0,400.0,13102.0,19940,939.381,0.29,0.307,8024,True
8025,-4.209,55.92,311.0,400.0,13103.0,19960,939.382,0.3,0.317,8025,True
8026,-4.21,56.0,316.0,400.0,13114.0,19954,939.385,0.3,0.324,8026,True
8027,-4.21,56.11,310.0,400.0,13103.0,19949,939.389,0.31,0.3289999999999999,8027,True
8028,-4.211,56.21,302.0,400.0,13107.0,19949,939.4,0.33,0.351,8028,True
8029,-4.212,56.45,313.0,400.0,13104.0,19946,939.386,0.34,0.366,8029,True
8030,-4.213,56.53,306.0,400.0,13105.0,19951,939.399,0.35,0.371,8030,True
8031,-4.214,56.58,307.0,400.0,13111.0,19958,939.4,0.36,0.39,8031,True
8032,-4.215,56.69,314.0,400.0,13103.0,19953,939.399,0.38,0.4029999999999999,8032,True
8033,-4.216,56.75,318.0,400.0,13106.0,19953,939.399,0.38,0.4029999999999999,8033,True
8034,-4.217,56.82,314.0,400.0,12924.0,19946,939.389,0.37,0.397,8034,True
8035,-4.217,56.46,293.0,400.0,13126.0,19972,939.389,0.34,0.365,8035,True
8036,-4.218,54.97,981.0,400.0,13122.0,19967,939.395,0.32,0.349,8036,True
8037,-4.218999999999999,54.21,290.0,400.0,13125.0,19973,939.402,0.32,0.3429999999999999,8037,True
8038,-4.22,53.63,298.0,400.0,13117.0,19966,939.397,0.32,0.34,8038,True
8039,-4.221,53.14,303.0,400.0,13114.0,19963,939.404,0.31,0.3339999999999999,8039,True
8040,-4.222,52.7,303.0,400.0,13118.0,19963,939.396,0.29,0.316,8040,True
8041,-4.223,52.33,303.0,400.0,13114.0,19961,939.385,0.28,0.305,8041,True
8065,-4.245,51.05,321.0,400.0,13098.0,19932,939.41,0.31,0.3339999999999999,8065,True
8066,-4.246,52.3,322.0,400.0,13099.0,19942,939.397,0.34,0.362,8066,True
8067,-4.247,52.88,317.0,400.0,13105.0,19950,939.395,0.36,0.382,8067,True
8068,-4.247,53.33,320.0,400.0,13104.0,19948,939.391,0.36,0.391,8068,True
8069,-4.248,53.79,314.0,400.0,13106.0,19950,939.394,0.37,0.3939999999999999,8069,True
8070,-4.249,54.15,315.0,400.0,13109.0,19953,939.399,0.37,0.3979999999999999,8070,True
8071,-4.25,54.47,313.0,400.0,13109.0,19949,939.393,0.38,0.406,8071,True
8072,-4.251,54.71,307.0,400.0,13110.0,19952,939.383,0.38,0.4029999999999999,8072,True
8073,-4.252,54.98,316.0,400.0,13107.0,19948,939.387,0.36,0.387,8073,True
8074,-4.253,55.16,320.0,400.0,13105.0,19944,939.396,0.36,0.384,8074,True
8075,-4.254,55.37,319.0,400.0,13102.0,19949,939.394,0.34,0.368,8075,True
8076,-4.255,55.66,314.0,400.0,13103.0,19957,939.389,0.32,0.345,8076,True
8077,-4.256,55.79,318.0,400.0,13105.0,19954,939.388,0.3,0.317,8077,True
8078,-4.257,55.9,318.0,400.0,13097.0,19936,939.383,0.3,0.318,8078,True
8079,-4.258,56.05,308.0,400.0,13106.0,19950,939.375,0.29,0.311,8079,True
